Nome,Pasta,Description,Assignee,Start Date,Due Date,Priority,Status,SKU,Bid,Scope,Type,Height,Width,Depth,Incoming,Outcoming
rs1326,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,25,16,16,,
sh10773,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.75,18,18,,md7000
sh10803,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.75,18,18,,md7000
sh10807,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.5,14,14,,md7030
sh10817,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,6.25,18,18,,md7030
sh10819,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,16,16,,md7034
sh10823,rs1326,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.5,18,18,,md7034
sh10825,rs1326,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12,12.75,12.75,,md7044
sh10833,rs1326,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13.75,3,3,,md7044
sh10856,rs1326,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.75,10.75,10.75,,md7046
sh10858,rs1326,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,9.5,9.5,,md7046
sh10860,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,9.5,9.5,,md7050
sh10862,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.5,10.75,10.75,,md7050
sh10865,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.5,13,13,,md7052
sh10866,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,10.5,10.5,,md7052
sh10885,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.25,10.5,10.5,,md7060
sh10899,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,13,13,,md7060
sh10902,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,19.5,9,9,,md7083
sh10905,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,7.5,7.5,,md7083
sh10908,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,7.5,7.5,,md7085
sh10910,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,15.5,12,12,,md7085
sh10912,rs1326,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,15.5,12,12,,md7087
sh10915,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,16,16,,md7087
sh11049,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13,15,15,,md7089
sh11079,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.5,15,15,,md7089
sh11083,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,10,10,,md7092
sh11093,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,10,10,,md7092
sh11095,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12,15,15,,md7093
sh11099,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,15,15,,md7093
sh11101,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,15,15,,md7112
sh11109,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.5,15,15,,md7112
sh11132,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8.5,15,15,,md7126
sh11134,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,10.5,10.5,,md7126
sh11136,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,10.5,10.5,,md7129
sh11138,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,13.25,11.75,11.75,,md7129
sh11141,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,9.5,9.5,,md7132
sh11142,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,9.5,9.5,,md7132
sh11161,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,15,15,,md7135
sh11175,rs1326,Bleached Oak,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,15,15,,md7135
sh11178,rs1326,Bleached Oak,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,15,15,,md7137
sh11181,rs1326,Cerused Black Oak,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,15,15,,md7137
sh11184,rs1326,Cerused Black Oak,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.25,14.25,14.25,,md7139
sh11186,rs1326,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.25,14.25,14.25,,md7139
sh11188,rs1326,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,14,18.25,18.25,,md7142
sh11191,rs1326,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.75,15.75,15.75,,md7142
rs1327,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,10.75,15.75,15.75,,
sh10775,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,18,18,,md7002
sh10780,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12.25,18,18,,md7002
sh10781,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.5,14,14,,md7007
sh10788,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.5,16,16,,md7007
sh10790,rs1327,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.5,16,16,,md7008
sh10796,rs1327,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9,14,14,,md7008
sh10798,rs1327,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,13,13,,md7015
sh10804,rs1327,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,12,18,18,,md7015
sh10806,rs1327,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.5,18,18,,md7017
sh10808,rs1327,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.75,6,6,,md7017
sh10809,rs1327,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9.75,14,14,,md7023
sh10810,rs1327,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20.25,22,22,,md7023
sh10812,rs1327,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9,14,14,,md7025
sh10815,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.75,14,14,,md7025
sh10821,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,22,22,,md7031
sh10822,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,34,10,,md7031
sh10828,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,9,14,14,,md7033
sh10832,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.75,14,14,,md7033
sh10838,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,22,22,,md7035
sh10840,rs1327,Satin Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.5,34,10,,md7035
sh10842,rs1327,Polished Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,44,42.75,42.75,,md7036
sh10847,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,6,6,,md7036
sh10848,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.25,6,6,,md7037
sh10849,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,18,18,,md7037
sh10850,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,18,18,,md7039
sh10861,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,18,18,,md7039
sh10863,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11,18,18,,md7042
sh10873,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.5,36,12,,md7042
sh10875,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10.5,36,12,,md7048
sh10876,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,23.5,16.5,16.5,,md7048
sh10880,rs1327,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,5.25,16.5,16.5,,md7049
sh10892,rs1327,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,24.25,16,16,,md7049
sh10917,rs1327,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,5.25,16.5,16.5,,md7055
sh10929,rs1327,Graphite,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22,14,14,,md7055
sh10930,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.25,14,14,,md7059
sh10931,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22.5,14,14,,md7059
sh10932,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.75,14,14,,md7065
sh10934,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,23.25,14,14,,md7065
sh10935,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.25,14,14,,md7067
sh10937,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,22,14,14,,md7067
sh10938,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,7.75,14,14,,md7069
sh10939,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,17,11,11,,md7069
sh10944,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,11.25,15,15,,md7074
sh10945,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,20.75,24,24,,md7074
sh10946,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2,11,11,,md7075
sh10947,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2,11,11,,md7075
sh10948,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2,15,15,,md7076
sh10949,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2,15,15,,md7076
sh10950,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2,20,20,,md7077
sh10951,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,2,20,20,,md7077
sh10952,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,24,24,,md7088
sh10954,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,8,24,24,,md7088
sh10956,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,10,5.75,6.5,,md7090
sh10957,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7090
sh10960,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7100
sh10961,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7100
sh10962,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7102
sh10996,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7102
sh11000,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7103
sh11001,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7103
sh11004,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7107
sh11005,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7107
sh11006,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7119
sh11028,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7119
sh11051,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7144
sh11056,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7144
sh11057,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7156
sh11064,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7156
sh11066,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7157
sh11072,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7157
sh11074,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7158
sh11080,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7158
sh11082,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7159
sh11084,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7159
sh11085,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7161
sh11086,rs1327,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7161
sh11088,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7162
sh11091,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7162
sh11097,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7164
sh11098,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7164
sh11104,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7165
sh11108,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7165
sh11114,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7166
sh11116,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7166
sh11118,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7171
sh11123,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7171
sh11124,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7172
sh11125,rs1327,Brushed Bronze,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7172
sh11126,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7173
sh11137,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7173
sh11139,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7174
sh11149,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7174
sh11151,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7175
sh11152,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7175
sh11156,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7176
sh11168,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7176
sh11193,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7177
sh11205,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7177
sh11206,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7178
sh11207,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7178
sh11208,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7179
sh11210,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7179
sh11211,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7181
sh11213,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7181
sh11214,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7183
sh11215,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7183
sh11220,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7184
sh11221,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7184
sh11222,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7187
sh11223,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7187
sh11224,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7188
sh11225,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7188
sh11226,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7189
sh11227,rs1327,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7189
sh11228,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7223
sh11230,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7223
sh11232,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7227
sh11233,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7227
sh11236,rs1327,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7228
sh11237,rs1327,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7228
sh11238,rs1327,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7231
sh11272,rs1327,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7231
sh11276,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7232
sh11277,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7232
sh11280,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7233
sh11281,rs1327,Matte Black,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7233
sh11282,rs1327,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7255
sh11304,rs1327,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7255
rs1328,rs1328,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,LTR,,,,,
sh10774,rs1328,Polished Chrome,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7001
sh10799,rs1328,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7001
sh10816,rs1328,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7026
sh10834,rs1328,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7026
sh10864,rs1328,Vintage Brass,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7043
sh10869,rs1328,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7043
sh10870,rs1328,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7061
sh10881,rs1328,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7061
sh10882,rs1328,Brushed Nickel,jonathan@ilustraviz.com,5/8/2022,10/8/2022,P2,not started,,,Quoizel,Cycling,,,,,md7091
