Nome,Pasta,Description,Assignee,Start Date,Due Date,Priority,Status,SKU,Bid,Scope,Type,Height,Width,Depth,Incoming,Outcoming
md7141,MLTR,FLUSH MOUNT LED LIGHT POLISHED CHROME,,4/25/2022,5/20/2022,P2,MLTR,QFL5634C,0.25,Quoizel,MLTR,2.75,13,13,,
md7142,MLTR,FLUSH MOUNT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QFL5636MBK,0.25,Quoizel,MLTR,5.5,14.25,14.25,,
md7143,MLTR,FLUSH MOUNT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QFL5638MBK,0.25,Quoizel,MLTR,6.75,12.75,12.75,,
md7144,MLTR,ISLAND 4 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,QLC5585EK,0.25,Quoizel,MLTR,10.75,33.75,10,,
md7145,MLTR,ISLAND 8 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QLC5631MBK,0.25,Quoizel,MLTR,19.25,36,12.5,,
md7146,MLTR,PENDANT 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QOP5606MBK,0.25,Quoizel,MLTR,25.5,21.75,21.75,,
md7147,MLTR,PENDANT 4 LIGHTS PAINTED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QOP5606PB,0.25,Quoizel,MLTR,25.5,21.75,21.75,,
md7148,MLTR,PENDANT 5 LIGHTS RUSTIC BLACK,,4/25/2022,5/20/2022,P2,MLTR,QOP5616RK,0.25,Quoizel,MLTR,24.75,26,26,,
md7149,MLTR,PENDANT 1 LIGHT BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,QP5568BN,0.25,Quoizel,MLTR,10.75,14,14,,
md7150,MLTR,PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5568MBK,0.25,Quoizel,MLTR,10.75,14,14,,
md7151,MLTR,PENDANT 3 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5570EK,0.25,Quoizel,MLTR,7.5,15,15,,
md7152,MLTR,PENDANT 1 LIGHT ANTIQUE WHITE,,4/25/2022,5/20/2022,P2,MLTR,QP5571AWH,0.25,Quoizel,MLTR,17.5,16,16,,
md7153,MLTR,PENDANT 1 LIGHT WESTERN BRONZE,,4/25/2022,5/20/2022,P2,MLTR,QP5571WT,0.25,Quoizel,MLTR,17.5,16,16,,
md7154,MLTR,PENDANT 4 LIGHTS ANTIQUE WHITE,,4/25/2022,5/20/2022,P2,MLTR,QP5573AWH,0.25,Quoizel,MLTR,20.25,20,20,,
md7155,MLTR,PENDANT 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5573MBK,0.25,Quoizel,MLTR,20.25,20,20,,
md7156,MLTR,PENDANT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5580MBK,0.25,Quoizel,MLTR,11.5,15,15,,
md7157,MLTR,PENDANT 3 LIGHTS WHITE,,4/25/2022,5/20/2022,P2,MLTR,QP5580W,0.25,Quoizel,MLTR,11.5,15,15,,
md7158,MLTR,PENDANT 1 LIGHT MOTTLED BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5583MB,0.25,Quoizel,MLTR,20.25,14,14,,
md7159,MLTR,PENDANT 1 LIGHT AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QP5584AB,0.25,Quoizel,MLTR,11.25,14,14,,
md7160,MLTR,PENDANT 1 LIGHT BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,QP5584BN,0.25,Quoizel,MLTR,11.25,14,14,,
md7161,MLTR,PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5584MBK,0.25,Quoizel,MLTR,11.25,14,14,,
md7162,MLTR,PENDANT 4 LIGHTS AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QP5596AB,0.25,Quoizel,MLTR,17.25,20,20,,
md7163,MLTR,PENDANT 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5596MBK,0.25,Quoizel,MLTR,17.25,20,20,,
md7164,MLTR,PENDANT 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5597MBK,0.25,Quoizel,MLTR,25.5,18.5,18.5,,
md7165,MLTR,PENDANT 4 LIGHTS WHITE,,4/25/2022,5/20/2022,P2,MLTR,QP5597W,0.25,Quoizel,MLTR,25.5,18.5,18.5,,
md7166,MLTR,PENDANT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5599MBK,0.25,Quoizel,MLTR,19.5,14,14,,
md7167,MLTR,PENDANT 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5600MBK,0.25,Quoizel,MLTR,13.25,18.25,18.25,,
md7168,MLTR,PENDANT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5601MBK,0.25,Quoizel,MLTR,25,16,16,,
md7169,MLTR,PENDANT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5607MBK,0.25,Quoizel,MLTR,12.75,18,18,,
md7170,MLTR,PENDANT 3 LIGHTS PAINTED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QP5607PB,0.25,Quoizel,MLTR,12.75,18,18,,
md7171,MLTR,PENDANT 1 LIGHT WEATHERED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QP5614WS,0.25,Quoizel,MLTR,8.5,14,14,,
md7172,MLTR,PENDANT 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QP5632MBK,0.25,Quoizel,MLTR,6.25,18,18,,
md7173,MLTR,PENDANT 4 LIGHTS ANTIQUE WHITE,,4/25/2022,5/20/2022,P2,MLTR,QP5637AWH,0.25,Quoizel,MLTR,8.25,16,16,,
md7174,MLTR,PENDANT 3 LIGHTS SOFT GOLD,,4/25/2022,5/20/2022,P2,MLTR,QP5640SGD,0.25,Quoizel,MLTR,9.5,18,18,,
md7175,MLTR,MINI PENDANT 1 LIGHT WEATHERED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QPP5569WS,0.25,Quoizel,MLTR,12,12.75,12.75,,
md7176,MLTR,MINI PENDANT LED LIGHT WEATHERED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QPP5579WS,0.25,Quoizel,MLTR,13.75,3,3,,
md7177,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPP5589MBK,0.25,Quoizel,MLTR,12.75,10.75,10.75,,
md7178,MLTR,MINI PENDANT 1 LIGHT POLISHED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QPP5593B,0.25,Quoizel,MLTR,8.25,9.5,9.5,,
md7179,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPP5593MBK,0.25,Quoizel,MLTR,8.25,9.5,9.5,,
md7180,MLTR,MINI PENDANT 1 LIGHT BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,QPP5605BN,0.25,Quoizel,MLTR,12.5,10.75,10.75,,
md7181,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPP5611MBK,0.25,Quoizel,MLTR,12.5,13,13,,
md7182,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPP5612MBK,0.25,Quoizel,MLTR,8.25,10.5,10.5,,
md7183,MLTR,MIN I PENDANT 1 LIGHT MATTE ROSE GOLD,,4/25/2022,5/20/2022,P2,MLTR,QPP5612MRG,0.25,Quoizel,MLTR,8.25,10.5,10.5,,
md7184,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPP5629MBK,0.25,Quoizel,MLTR,10.25,13,13,,
md7185,MLTR,MINI PENDANT 1 LIGHT BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,QPP5635BN,0.25,Quoizel,MLTR,19.5,9,9,,
md7186,MLTR,MINI PENDANT 1 LIGHT POLISHED CHROME,,4/25/2022,5/20/2022,P2,MLTR,QPP5639C,0.25,Quoizel,MLTR,11.5,7.5,7.5,,
md7187,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPP5639MBK,0.25,Quoizel,MLTR,11.5,7.5,7.5,,
md7188,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPPC5603MBK,0.25,Quoizel,MLTR,15.5,12,12,,
md7189,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QPPO5603MBK,0.25,Quoizel,MLTR,15.5,12,12,,
md7190,MLTR,SEMI FLUSH 3 LIGHTS PALLADIAN BRONZE,,4/25/2022,5/20/2022,P2,MLTR,QSF4034PN,0.25,Quoizel,MLTR,11.5,16,16,,
md7191,MLTR,SEMIFLUSH 3 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5570EK,0.25,Quoizel,MLTR,13,15,15,,
md7192,MLTR,SEMI FLUSH 3 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5572EK,0.25,Quoizel,MLTR,7.5,15,15,,
md7193,MLTR,SEMI FLUSH 1 LIGHT EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5575EK,0.25,Quoizel,MLTR,8,10,10,,
md7194,MLTR,SEMI FLUSH 1 LIGHT MATTE ROSE GOLD,,4/25/2022,5/20/2022,P2,MLTR,QSF5575MRG,0.25,Quoizel,MLTR,8,10,10,,
md7195,MLTR,SEMI FLUSH 3 LIGHTS AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5576AB,0.25,Quoizel,MLTR,12,15,15,,
md7196,MLTR,SEMI FLUSH 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5580MBK,0.25,Quoizel,MLTR,11.5,15,15,,
md7197,MLTR,SEMI FLUSH 3 LIGHTS WHITE,,4/25/2022,5/20/2022,P2,MLTR,QSF5580W,0.25,Quoizel,MLTR,11.5,15,15,,
md7198,MLTR,SEMI FLUSH 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5581MBK,0.25,Quoizel,MLTR,8.5,15,15,,
md7199,MLTR,SEMI FLUSH 2 LIGHTS WEATHERED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5581WS,0.25,Quoizel,MLTR,8.5,15,15,,
md7200,MLTR,SEMI FLUSH 1 LIGHT ANTIQUE NICKEL,,4/25/2022,5/20/2022,P2,MLTR,QSF5588AN,0.25,Quoizel,MLTR,9.75,10.5,10.5,,
md7201,MLTR,SEMI  FLUSH 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5588MBK,0.25,Quoizel,MLTR,9.75,10.5,10.5,,
md7202,MLTR,SEMI FLUSH 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5591MBK,0.25,Quoizel,MLTR,13.25,11.75,11.75,,
md7203,MLTR,SEMI FLUSH 1 LIGHT POLISHED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5593B,0.25,Quoizel,MLTR,11.5,9.5,9.5,,
md7204,MLTR,SEMI FLUSH 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5593MBK,0.25,Quoizel,MLTR,11.5,9.5,9.5,,
md7205,MLTR,SEMI FLUSH 4 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5594EK,0.25,Quoizel,MLTR,12.25,15,15,,
md7206,MLTR,SEMI FLUSH 4 LIGHTS MOTTLED SILVER,,4/25/2022,5/20/2022,P2,MLTR,QSF5594MM,0.25,Quoizel,MLTR,12.25,15,15,,
md7207,MLTR,SEMI FLUSH 3 LIGHTS AGED WALNUT,,4/25/2022,5/20/2022,P2,MLTR,QSF5595AWN,0.25,Quoizel,MLTR,12.25,15,15,,
md7208,MLTR,SEMI FLUSH 3 LIGHTS WHITEWASHED WALNUT,,4/25/2022,5/20/2022,P2,MLTR,QSF5595WA,0.25,Quoizel,MLTR,12.25,15,15,,
md7209,MLTR,SEMI FLUSH 2 LIGHTS AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5598AB,0.25,Quoizel,MLTR,11.25,14.25,14.25,,
md7210,MLTR,SEMI FLUSH 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5598MBK,0.25,Quoizel,MLTR,11.25,14.25,14.25,,
md7211,MLTR,SEMII  FLUSH 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5600MBK,0.25,Quoizel,MLTR,14,18.25,18.25,,
md7212,MLTR,SEMI FLUSH 4 LIGHTS AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5602AB,0.25,Quoizel,MLTR,10.75,15.75,15.75,,
md7213,MLTR,SEMI FLUSH 4 LIGHTS BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,QSF5602BN,0.25,Quoizel,MLTR,10.75,15.75,15.75,,
md7214,MLTR,SEMI FLUSH 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5607MBK,0.25,Quoizel,MLTR,12.25,18,18,,
md7215,MLTR,SEMI FLUSH 3 LIGHTS PAINTED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5607PB,0.25,Quoizel,MLTR,12.25,18,18,,
md7216,MLTR,SEMIFLUSH 3 LIGHTS AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5608AB,0.25,Quoizel,MLTR,10.5,14,14,,
md7217,MLTR,SEMI FLUSH 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5613MBK,0.25,Quoizel,MLTR,10.5,16,16,,
md7218,MLTR,SEMI FLUSH 3 LIGHTS WEATHERED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5613WS,0.25,Quoizel,MLTR,10.5,16,16,,
md7219,MLTR,SEMI FLUSH 1 LIGHT WEATHERED BRASS,,4/25/2022,5/20/2022,P2,MLTR,QSF5614WS,0.25,Quoizel,MLTR,9,14,14,,
md7220,MLTR,SEMI FLUSH 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5629MBK,0.25,Quoizel,MLTR,10.25,13,13,,
md7221,MLTR,SEMI FLUSH 4 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,QSF5632MBK,0.25,Quoizel,MLTR,12,18,18,,
md7222,MLTR,SEMI FLUSH 3 LIGHTS SOFT GOLD,,4/25/2022,5/20/2022,P2,MLTR,QSF5640SGD,0.25,Quoizel,MLTR,9.5,18,18,,
md7223,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,ROW1506MBK,0.25,Quoizel,MLTR,11.75,6,6,,
md7224,MLTR,SEMI FLUSH 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,ROW1714MBK,0.25,Quoizel,MLTR,9.75,14,14,,
md7225,MLTR,CHANDELIER 5 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,ROW5022MBK,0.25,Quoizel,MLTR,20.25,22,22,,
md7226,MLTR,SEMI FLUSH 3 LIGHTS MATTE BLACK ,,4/25/2022,5/20/2022,P2,MLTR,SGL1714MBK,0.25,Quoizel,MLTR,9,14,14,,
md7227,MLTR,PENDANT 3 LIGHTS MATTE BLACK ,,4/25/2022,5/20/2022,P2,MLTR,SGL2814MBK,0.25,Quoizel,MLTR,10.75,14,14,,
md7228,MLTR,PENDANT 4 LIGHTS MATTE BLACK ,,4/25/2022,5/20/2022,P2,MLTR,SGL2822MBK,0.25,Quoizel,MLTR,11,22,22,,
md7229,MLTR,ISLAND 4 LIGHTS MATTE BLACK ,,4/25/2022,5/20/2022,P2,MLTR,SGL434MBK,0.25,Quoizel,MLTR,11.5,34,10,,
md7230,MLTR,SEMI FLUSH 3 LIGHTS MATTE BLACK MICA,,4/25/2022,5/20/2022,P2,MLTR,SGLM1714MBK,0.25,Quoizel,MLTR,9,14,14,,
md7231,MLTR,PENDANT 3 LIGHTS MATTE BLACK MICA,,4/25/2022,5/20/2022,P2,MLTR,SGLM2814MBK,0.25,Quoizel,MLTR,10.75,14,14,,
md7232,MLTR,PENDANT 4 LIGHTS MATTE BLACK MICA ,,4/25/2022,5/20/2022,P2,MLTR,SGLM2822MBK,0.25,Quoizel,MLTR,11,22,22,,
md7233,MLTR,ISLAND 4 LIGHTS MATTE BLACK MICA,,4/25/2022,5/20/2022,P2,MLTR,SGLM434MBK,0.25,Quoizel,MLTR,11.5,34,10,,
md7234,MLTR,CHANDELIER 15 LIGHTS  RUSTIC BLACK,,4/25/2022,5/20/2022,P2,MLTR,SHR5015RK,0.25,Quoizel,MLTR,44,42.75,42.75,,
md7235,MLTR,MINI PENDANT 1 LIGHT BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,SYA1506BN,0.25,Quoizel,MLTR,10.25,6,6,,
md7236,MLTR,MINI PENDANT 1 LIGHT MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,SYA1506MBK,0.25,Quoizel,MLTR,10.25,6,6,,
md7237,MLTR,SEMI FLUSH 3 LIGHTS BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,SYA1718BN,0.25,Quoizel,MLTR,11,18,18,,
md7238,MLTR,SEMI FLUSH 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,SYA1718MBK,0.25,Quoizel,MLTR,11,18,18,,
md7239,MLTR,PENDANT 3 LIGHTS BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,SYA2818BN,0.25,Quoizel,MLTR,11,18,18,,
md7240,MLTR,PENDANT 3 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,SYA2818MBK,0.25,Quoizel,MLTR,11,18,18,,
md7241,MLTR,ISLAND 5 LIGHTS BRUSHED NICKEL,,4/25/2022,5/20/2022,P2,MLTR,SYA536BN,0.25,Quoizel,MLTR,10.5,36,12,,
md7242,MLTR,ISLAND 5 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,SYA536MBK,0.25,Quoizel,MLTR,10.5,36,12,,
md7243,MLTR,TABLE LAMP TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5617MBK,0.25,Quoizel,MLTR,23.5,16.5,16.5,,
md7244,MLTR,FLUSH MOUNT TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5618MBK,0.25,Quoizel,MLTR,5.25,16.5,16.5,,
md7245,MLTR,TABLE LAMP TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5619MBK,0.25,Quoizel,MLTR,24.25,16,16,,
md7246,MLTR,FLUSH MOUNT TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5620MBK,0.25,Quoizel,MLTR,5.25,16.5,16.5,,
md7247,MLTR,TABLE LAMP TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5621MBK,0.25,Quoizel,MLTR,22,14,14,,
md7248,MLTR,FLUSH MOUNT TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5622MBK,0.25,Quoizel,MLTR,7.25,14,14,,
md7249,MLTR,TABLE LAMP TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5623MBK,0.25,Quoizel,MLTR,22.5,14,14,,
md7250,MLTR,FLUSH MOUNT TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5624MBK,0.25,Quoizel,MLTR,7.75,14,14,,
md7251,MLTR,TABLE LAMP TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5625MBK,0.25,Quoizel,MLTR,23.25,14,14,,
md7252,MLTR,FLUSH MOUNT TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5626MBK,0.25,Quoizel,MLTR,7.25,14,14,,
md7253,MLTR,TABLE LAMP TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5627MBK,0.25,Quoizel,MLTR,22,14,14,,
md7254,MLTR,FLUSH MOUNT TIFFANY 2 LIGHTS MATTE BLACK,,4/25/2022,5/20/2022,P2,MLTR,TF5628MBK,0.25,Quoizel,MLTR,7.75,14,14,,
md7255,MLTR,MINI PENDANT 1 LIGHT EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,THY1511EK,0.25,Quoizel,MLTR,17,11,11,,
md7256,MLTR,SEMI FLUSH 3 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,THY1715EK,0.25,Quoizel,MLTR,11.25,15,15,,
md7257,MLTR,CHANDELIER 5 LIGHTS EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,VIA5024EK,0.25,Quoizel,MLTR,20.75,24,24,,
md7258,MLTR,FLUSH MOUNT LED MATTE BLACK GOLD,,4/25/2022,5/20/2022,P2,MLTR,WLN1611MBKG,0.25,Quoizel,MLTR,2,11,11,,
md7259,MLTR,FLUSH MOUNT LED MATTE BLACK WHITE,,4/25/2022,5/20/2022,P2,MLTR,WLN1611MBKW,0.25,Quoizel,MLTR,2,11,11,,
md7260,MLTR,FLUSH MOUNT LED MATTE BLACK GOLD,,4/25/2022,5/20/2022,P2,MLTR,WLN1615MBKG,0.25,Quoizel,MLTR,2,15,15,,
md7261,MLTR,FLUSH MOUNT LED MATTE BLACK WHITE,,4/25/2022,5/20/2022,P2,MLTR,WLN1615MBKW,0.25,Quoizel,MLTR,2,15,15,,
md7262,MLTR,FLUSH MOUNT LED MATTE BLACK GOLD,,4/25/2022,5/20/2022,P2,MLTR,WLN1620MBKG,0.25,Quoizel,MLTR,2,20,20,,
md7263,MLTR,FLUSH MOUNT LED MATTE BLACK WHITE,,4/25/2022,5/20/2022,P2,MLTR,WLN1620MBKW,0.25,Quoizel,MLTR,2,20,20,,
md7264,MLTR,CHANDELIER 6 LIGHTS AGED BRASS,,4/25/2022,5/20/2022,P2,MLTR,WRN5024AB,0.25,Quoizel,MLTR,8,24,24,,
md7265,MLTR,CHANDELIER 6 LIGHTS NATURAL IRON,,4/25/2022,5/20/2022,P2,MLTR,WRN5024NI,0.25,Quoizel,MLTR,8,24,24,,
md7266,MLTR,OUTDOOR  WALL 1 LIGHT EARTH BLACK,,4/25/2022,5/20/2022,P2,MLTR,WVR8305EK,0.25,Quoizel,MLTR,10,5.75,6.5,,
